S1,S2,S3,S4,S5,S6,S7,S8
1.003790493,1.006256621,1.016235699,1.002831335,1.001779126,1.026007316,1.000898875,1.017302993
1.004093843,1.006104861,1.016235699,1.002395683,1.002001543,1.025898625,1.001573093,1.017257447
1.003790493,1.006054279,1.016036093,1.00304917,1.002223966,1.025898625,1.001573093,1.017318465
1.003790493,1.005700264,1.016085991,1.00304917,1.003113715,1.025898625,1.001797844,1.017271725
1.00348716,1.005498017,1.016036093,1.003702709,1.003781087,1.025844283,1.001573093,1.017260316
1.00348716,1.005447461,1.015836527,1.003920566,1.004226031,1.025626934,1.001797844,1.017268712
1.003638824,1.005346354,1.015487383,1.003702709,1.004226031,1.025409619,1.001123609,1.0171176
1.00348716,1.005295805,1.015138361,1.003484857,1.004003556,1.025246655,1.00022471,1.016955423
1.003183843,1.005144168,1.014938975,1.003484857,1.003781087,1.025138023,1,1.016851163
1.003638824,1.005093626,1.014540323,1.002395683,1.003558624,1.025029399,0.999775296,1.016753928
1.00303219,1.005144168,1.014291247,1.002395683,1.003781087,1.02497509,0.998651863,1.016491796
1.002728898,1.005144168,1.014092031,1.001306651,1.003336166,1.025029399,0.999101218,1.016625369
1.002425622,1.005194711,1.014042233,1.001306651,1.002668829,1.024920783,0.999325905,1.01645864
1.002880542,1.005194711,1.013843067,1.001742246,1.003113715,1.024757875,0.998876538,1.01648176
1.00303219,1.005144168,1.013643941,1.001960053,1.002446394,1.024540695,0.998427194,1.016313605
1.003335499,1.005093626,1.013444855,1.001742246,1.002446394,1.024323547,0.99820253,1.016095701
1.003183843,1.005093626,1.013245809,1.001524446,1.002668829,1.024106434,0.997977873,1.016001732
1.003638824,1.005144168,1.013046802,1.001524446,1.002001543,1.023889353,0.998427194,1.016006414
1.003790493,1.005346354,1.012648909,1.001960053,1.002223966,1.023509544,0.998876538,1.015951067
1.003335499,1.005649699,1.012400307,1.001742246,1.001779126,1.023238314,0.999325905,1.01585035
1.003183843,1.005953121,1.012052368,1.001524446,1.001111911,1.02285868,0.999325905,1.015702802
1.00227399,1.006155445,1.011654874,1.001306651,1.000667129,1.022424938,0.999775296,1.015534017
1.00227399,1.006408399,1.011356857,1.002177865,1.000444747,1.02199133,0.998876538,1.015374779
1.002425622,1.006813237,1.01105893,1.001306651,1.000667129,1.021557856,0.998651863,1.015206653
1.002425622,1.007116956,1.010612207,1.001524446,0.999777635,1.021178676,0.99820253,1.015040225
1.002577258,1.007471393,1.010364115,1.001306651,0.999777635,1.020799598,0.99820253,1.014932258
1.002425622,1.007623327,1.010066486,1.000435527,0.998888234,1.020637167,0.998427194,1.014766236
1.001819118,1.007673976,1.010165686,1.000435527,0.998665899,1.020637167,0.999325905,1.014722818
1.001970738,1.007977915,1.010314504,1,0.998665899,1.020637167,0.999550597,1.014779769
1.002425622,1.008332609,1.010413728,1,0.999110576,1.020583028,0.999550597,1.01466747
1.002425622,1.008636716,1.010612207,1.0006533,0.999110576,1.020420622,0.999101218,1.014500666
1.002728898,1.008890198,1.010661833,1.0006533,0.998443569,1.020366491,0.998876538,1.014453529
1.003183843,1.009295881,1.010860362,1.001960053,0.998888234,1.020312362,0.999101218,1.01435731
1.003790493,1.009600234,1.010959641,1.001960053,0.998665899,1.020258235,0.999775296,1.014470838
1.003183843,1.00975244,1.011257538,1.001088861,0.998443569,1.020258235,1.00022471,1.014517947
1.00303219,1.009549504,1.011456186,1.000435527,0.998443569,1.020258235,1.00022471,1.014477024
1.002728898,1.009397324,1.011654874,0.999782245,0.997998926,1.020312362,1.00022471,1.01443118
1.002425622,1.009194447,1.011704552,0.999346751,0.997554307,1.020366491,1.000898875,1.014436241
1.001819118,1.008890198,1.011853601,0.999782245,0.998221245,1.020420622,1.000449426,1.014297574
1.001515891,1.008788798,1.012052368,0.998911281,0.998443569,1.020583028,1.000449426,1.014245101
1.001667502,1.008636716,1.012300883,0.998475833,0.998443569,1.020474755,0.999775296,1.01402263
1.001061081,1.008383288,1.012648909,0.998475833,0.997998926,1.020474755,1,1.014086918
1.001364283,1.008180584,1.0127981,0.998475833,0.997998926,1.02052889,0.999325905,1.014091924
1.001515891,1.008079245,1.012997057,0.998258117,0.997998926,1.020583028,0.999775296,1.014232201
1.001364283,1.007724627,1.0131463,0.998475833,0.997776614,1.020637167,0.999550597,1.014129489
1.001364283,1.007572681,1.01339509,0.998258117,0.998221245,1.020691308,0.999775296,1.014129643
1.001364283,1.007319479,1.013494623,0.997605005,0.997776614,1.020691308,1,1.014200836
1.001061081,1.007015708,1.013743499,0.997605005,0.997998926,1.020691308,0.999775296,1.014160421
1.001667502,1.006914468,1.013892855,0.998475833,0.998221245,1.02052889,0.998876538,1.014113203
1.001364283,1.006458997,1.013843067,0.999346751,0.999110576,1.020366491,0.999550597,1.013987217
1.001515891,1.006206032,1.013843067,0.999564495,0.998888234,1.019933518,1.00022471,1.013931699
1.001061081,1.005902545,1.013843067,0.999129013,0.998888234,1.019608876,1.000674148,1.014048026
1.001364283,1.005649699,1.013843067,0.998911281,0.999110576,1.019230221,1.000898875,1.013938262
1.00121268,1.005295805,1.013743499,0.998040408,0.998443569,1.018851669,1.001123609,1.014069181
1.000606307,1.004942015,1.013843067,0.998040408,0.998888234,1.018473219,1.000898875,1.01390075
1.000454724,1.004739897,1.013643941,0.998475833,0.998221245,1.018311057,1.000674148,1.013746548
1.000454724,1.004840952,1.013494623,0.998258117,0.997998926,1.018040829,1.000449426,1.013691893
1.000454724,1.00499255,1.013544393,0.999346751,0.998665899,1.017608573,1.00022471,1.013705517
1.000606307,1.005093626,1.013544393,0.999782245,0.998443569,1.017446511,0.999550597,1.013428593
1.000757894,1.005245257,1.013444855,0.999129013,0.997776614,1.017230458,0.999775296,1.013318169
1.000454724,1.005245257,1.013345327,0.999782245,0.997998926,1.01690644,1,1.013322501
1.000606307,1.005346354,1.0131463,0.999564495,0.997998926,1.016798451,1,1.013379993
1.00121268,1.005447461,1.012997057,0.999564495,0.999110576,1.016744459,0.999550597,1.013325371
1.001061081,1.005498017,1.012997057,0.999129013,0.998665899,1.016636483,0.999550597,1.013104372
1.000303146,1.005396907,1.012947314,0.998258117,0.997998926,1.016474533,1.000449426,1.013001677
1.000454724,1.005750831,1.012997057,0.998258117,0.997332006,1.016258629,1.00022471,1.013006824
1.000303146,1.005902545,1.012997057,0.998258117,0.997109711,1.016096724,1.001123609,1.013073709
1.000151571,1.006104861,1.012947314,0.998911281,0.996887422,1.016042759,1.000449426,1.01297084
1.000606307,1.006256621,1.012847836,0.999129013,0.997109711,1.015934836,1.000449426,1.012818409
1.001061081,1.006408399,1.012748367,0.998693554,0.997332006,1.015880878,1.000674148,1.012766213
1.001364283,1.006610801,1.012698637,0.997822704,0.996887422,1.015826922,1,1.012770622
1.000454724,1.006610801,1.012599184,0.997387313,0.99644286,1.015988797,1,1.012758867
1.000757894,1.006762625,1.012350594,0.997387313,0.996220588,1.016204659,0.999550597,1.012593716
1.000909486,1.006914468,1.012102066,0.997169626,0.99644286,1.016312602,0.999775296,1.012546798
1.000909486,1.007066331,1.01195298,0.997169626,0.99644286,1.016420554,0.999325905,1.012158726
1.001364283,1.007319479,1.011605198,0.997169626,0.996220588,1.016636483,0.998427194,1.01200432
1.001819118,1.007522036,1.01140652,0.997605005,0.996887422,1.016798451,0.99820253,1.012007898
